,0,1
727,252,286
728,252,291
729,252,379
730,252,384
731,252,385
732,253,286
733,253,287
734,253,292
735,253,378
736,253,384
737,254,288
738,254,293
739,254,377
740,254,383
741,255,289
742,255,294
743,255,376
744,255,381
745,255,382
746,256,290
747,256,295
748,256,375
749,256,380
750,256,381
751,257,291
752,257,296
753,257,374
754,257,379
755,258,292
756,258,297
757,258,372
758,258,373
759,258,378
760,258,379
761,259,293
762,259,298
763,259,371
764,259,372
765,259,377
766,259,378
767,260,294
768,260,299
769,260,369
770,260,370
771,260,376
772,260,377
773,261,295
774,261,301
775,261,367
776,261,368
777,261,369
778,261,375
779,261,376
780,262,296
781,262,302
782,262,303
783,262,366
784,262,367
785,262,373
786,262,374
787,263,297
788,263,303
789,263,304
790,263,305
791,263,365
792,263,372
793,263,373
794,264,298
795,264,299
796,264,305
797,264,306
798,264,307
799,264,363
800,264,364
801,264,370
802,264,371
803,265,299
804,265,300
805,265,301
806,265,307
807,265,308
808,265,309
809,265,362
810,265,363
811,265,368
812,265,369
813,266,301
814,266,302
815,266,310
816,266,311
817,266,361
818,266,367
819,266,368
820,267,303
821,267,304
822,267,312
823,267,313
824,267,314
825,267,359
826,267,360
827,267,366
828,267,367
829,268,305
830,268,306
831,268,315
832,268,316
833,268,317
834,268,358
835,268,364
836,268,365
837,269,307
838,269,308
839,269,318
840,269,319
841,269,320
842,269,321
843,269,356
844,269,363
845,269,364
846,270,309
847,270,310
848,270,311
849,270,322
850,270,323
851,270,324
852,270,325
853,270,354
854,270,355
855,270,362
856,271,312
857,271,313
858,271,314
859,271,326
860,271,327
861,271,328
862,271,329
863,271,330
864,271,331
865,271,332
866,271,333
867,271,334
868,271,337
869,271,338
870,271,339
871,271,340
872,271,342
873,271,343
874,271,344
875,271,345
876,271,348
877,271,349
878,271,350
879,271,351
880,271,352
881,271,353
882,271,360
883,271,361
884,272,315
885,272,316
886,272,317
887,272,318
888,272,358
889,272,359
890,273,318
891,273,319
892,273,320
893,273,321
894,273,356
895,273,357
896,273,358
897,274,322
898,274,323
899,274,324
900,274,325
901,274,326
902,274,354
903,274,355
904,275,327
905,275,328
906,275,329
907,275,330
908,275,331
909,275,332
910,275,333
911,275,334
912,275,335
913,275,336
914,275,337
915,275,338
916,275,339
917,275,340
918,275,341
919,275,342
920,275,343
921,275,344
922,275,345
923,275,346
924,275,347
925,275,348
926,275,349
927,275,350
928,275,351
929,275,352
930,275,353
931,275,357
932,275,358
933,275,359
934,275,360
935,276,357
936,276,361
937,277,357
938,277,361
939,278,357
940,278,361
941,279,357
942,279,361
943,280,357
944,280,361
945,281,357
946,281,361
947,282,357
948,282,361
949,283,357
950,283,361
951,284,357
952,284,361
953,285,357
954,285,361
955,286,357
956,286,361
957,287,357
958,287,361
959,288,357
960,288,361
961,289,357
962,289,361
963,290,357
964,290,361
965,291,357
966,291,361
967,292,357
968,292,361
969,293,357
970,293,361
971,294,357
972,294,361
973,295,357
974,295,361
975,296,357
976,296,361
977,297,357
978,297,361
979,298,357
980,298,361
981,299,357
982,299,361
983,300,357
984,300,361
985,301,358
986,301,361
987,302,358
988,302,361
989,303,358
990,303,361
991,304,358
992,304,361
993,305,358
994,305,361
995,306,358
996,306,361
997,307,358
998,307,361
999,308,358
1000,308,361
1001,309,358
1002,309,361
1003,310,358
1004,310,361
1005,311,358
1006,311,361
1007,312,358
1008,312,361
1009,313,358
1010,313,361
1011,314,358
1012,314,361
1013,315,358
1014,315,361
1015,316,358
1016,316,361
1017,317,358
1018,317,361
1019,318,358
1020,318,361
1021,319,358
1022,319,361
1023,320,358
1024,320,361
1025,321,358
1026,321,361
1027,322,358
1028,322,361
1029,323,358
1030,323,361
1031,324,358
1032,324,361
1033,325,358
1034,325,361
1035,326,358
1036,326,361
1037,327,358
1038,327,361
1039,328,358
1040,328,361
1041,329,358
1042,329,361
1043,330,358
1044,330,361
1045,331,358
1046,331,361
1047,332,358
1048,332,361
1049,333,358
1050,333,361
1051,334,358
1052,334,361
1053,335,358
1054,335,361
1055,336,358
1056,336,361
1057,337,358
1058,337,361
1059,338,358
1060,338,361
1061,339,358
1062,339,361
1063,340,358
1064,340,361
1065,341,358
1066,341,361
1067,342,358
1068,342,361
1069,343,358
1070,343,361
1071,344,358
1072,344,361
1073,345,358
1074,345,361
1075,346,358
1076,346,361
1077,347,358
1078,347,361
1079,348,358
1080,348,361
1081,349,358
1082,349,361
1083,350,358
1084,350,361
1085,351,358
1086,351,361
1087,352,358
1088,352,361
1089,353,358
1090,353,361
1091,354,358
1092,354,361
1093,355,358
1094,355,361
1095,356,358
1096,356,361
1097,357,358
1098,357,361
1099,358,358
1100,358,361
1101,359,358
1102,359,361
1103,360,358
1104,360,361
1105,361,358
1106,361,361
1107,362,358
1108,362,361
1109,363,358
1110,363,361
1111,364,358
1112,364,361
1113,365,358
1114,365,361
1115,366,358
1116,366,361
1117,367,358
1118,367,361
1119,368,358
1120,368,361
1121,369,358
1122,369,361
1123,370,358
1124,370,361
1125,371,358
1126,371,361
1127,372,358
1128,372,361
1129,373,358
1130,373,361
1131,374,358
1132,374,361
1133,375,358
1134,376,358
1135,377,358
1136,377,362
1137,378,358
1138,378,362
1139,379,358
1140,379,362
1141,380,358
1142,380,362
1143,381,358
1144,381,362
1145,382,358
1146,382,362
1147,383,358
1148,383,362
1149,384,358
1150,384,362
1151,385,358
1152,385,362
1153,386,358
1154,386,362
1155,387,358
1156,387,362
1157,388,358
1158,388,362
1159,389,358
1160,389,362
1161,390,358
1162,390,362
1163,391,358
1164,391,362
1165,392,358
1166,392,362
1167,393,358
1168,393,362
1169,394,358
1170,394,362
1171,395,358
1172,395,362
1173,396,358
1174,396,362
1175,397,358
1176,397,362
1177,398,358
1178,398,362
1179,399,358
1180,399,362
1181,400,359
1182,400,362
1183,401,359
1184,401,363
1185,402,359
1186,402,363
1187,402,756
1188,402,757
1189,402,758
1190,402,759
1191,402,760
1192,403,359
1193,403,363
1194,403,756
1195,403,760
1196,403,761
1197,404,359
1198,404,363
1199,404,756
1200,404,761
1201,405,359
1202,405,363
1203,405,756
1204,405,762
1205,405,763
1206,406,359
1207,406,360
1208,406,363
1209,406,756
1210,406,764
1211,407,360
1212,407,364
1213,407,756
1214,407,765
1215,408,360
1216,408,364
1217,408,757
1218,408,765
1219,408,766
1220,409,360
1221,409,364
1222,409,757
1223,409,766
1224,409,767
1225,410,360
1226,410,364
1227,410,758
1228,410,761
1229,410,762
1230,410,768
1231,411,360
1232,411,364
1233,411,758
1234,411,761
1235,411,762
1236,411,763
1237,411,764
1238,411,769
1239,412,360
1240,412,364
1241,412,758
1242,412,762
1243,412,763
1244,412,764
1245,412,765
1246,412,770
1247,413,360
1248,413,364
1249,413,758
1250,413,762
1251,413,765
1252,413,771
1253,414,360
1254,414,364
1255,414,758
1256,414,759
1257,414,763
1258,414,766
1259,414,767
1260,414,772
1261,415,360
1262,415,364
1263,415,759
1264,415,763
1265,415,768
1266,415,773
1267,415,774
1268,415,943
1269,415,944
1270,415,945
1271,415,946
1272,415,947
1273,416,360
1274,416,364
1275,416,759
1276,416,763
1277,416,764
1278,416,769
1279,416,774
1280,416,775
1281,416,943
1282,416,947
1283,417,360
1284,417,364
1285,417,759
1286,417,764
1287,417,770
1288,417,775
1289,417,776
1290,417,947
1291,418,360
1292,418,364
1293,418,760
1294,418,764
1295,418,771
1296,418,776
1297,418,942
1298,418,948
1299,419,360
1300,419,364
1301,419,760
1302,419,764
1303,419,772
1304,419,777
1305,419,942
1306,419,948
1307,420,360
1308,420,364
1309,420,760
1310,420,764
1311,420,773
1312,420,778
1313,420,779
1314,420,942
1315,420,948
1316,421,360
1317,421,364
1318,421,760
1319,421,764
1320,421,774
1321,421,779
1322,421,780
1323,421,942
1324,421,948
1325,422,360
1326,422,364
1327,422,760
1328,422,764
1329,422,775
1330,422,781
1331,422,942
1332,422,948
1333,423,360
1334,423,364
1335,423,760
1336,423,765
1337,423,776
1338,423,777
1339,423,782
1340,423,941
1341,423,948
1342,424,360
1343,424,364
1344,424,761
1345,424,765
1346,424,777
1347,424,778
1348,424,783
1349,424,940
1350,424,944
1351,424,945
1352,424,949
1353,425,360
1354,425,364
1355,425,761
1356,425,765
1357,425,778
1358,425,779
1359,425,784
1360,425,940
1361,425,944
1362,425,945
1363,425,949
1364,426,360
1365,426,364
1366,426,762
1367,426,766
1368,426,779
1369,426,780
1370,426,785
1371,426,939
1372,426,944
1373,426,945
1374,426,949
1375,427,360
1376,427,364
1377,427,762
1378,427,766
1379,427,780
1380,427,781
1381,427,786
1382,427,939
1383,427,943
1384,427,946
1385,427,949
1386,428,361
1387,428,364
1388,428,756
1389,428,757
1390,428,758
1391,428,762
1392,428,766
1393,428,781
1394,428,782
1395,428,787
1396,428,939
1397,428,943
1398,428,946
1399,428,950
1400,429,361
1401,429,755
1402,429,756
1403,429,757
1404,429,758
1405,429,759
1406,429,762
1407,429,766
1408,429,767
1409,429,783
1410,429,788
1411,429,939
1412,429,943
1413,429,946
1414,429,950
1415,430,361
1416,430,365
1417,430,755
1418,430,759
1419,430,763
1420,430,767
1421,430,784
1422,430,789
1423,430,790
1424,430,938
1425,430,939
1426,430,943
1427,430,946
1428,430,950
1429,431,361
1430,431,365
1431,431,755
1432,431,759
1433,431,760
1434,431,763
1435,431,767
1436,431,785
1437,431,791
1438,431,792
1439,431,937
1440,431,938
1441,431,942
1442,431,943
1443,431,946
1444,431,950
1445,432,361
1446,432,365
1447,432,756
1448,432,760
1449,432,763
1450,432,767
1451,432,768
1452,432,786
1453,432,792
1454,432,793
1455,432,936
1456,432,937
1457,432,942
1458,432,946
1459,432,950
1460,433,361
1461,433,365
1462,433,756
1463,433,760
1464,433,764
1465,433,768
1466,433,787
1467,433,788
1468,433,794
1469,433,935
1470,433,941
1471,433,942
1472,433,946
1473,433,950
1474,434,361
1475,434,365
1476,434,756
1477,434,757
1478,434,761
1479,434,764
1480,434,769
1481,434,789
1482,434,795
1483,434,934
1484,434,939
1485,434,940
1486,434,941
1487,434,946
1488,434,950
1489,435,361
1490,435,365
1491,435,757
1492,435,761
1493,435,765
1494,435,769
1495,435,790
1496,435,791
1497,435,796
1498,435,797
1499,435,932
1500,435,933
1501,435,939
1502,435,946
1503,435,950
1504,436,361
1505,436,365
1506,436,758
1507,436,762
1508,436,765
1509,436,770
1510,436,791
1511,436,792
1512,436,797
1513,436,798
1514,436,931
1515,436,932
1516,436,938
1517,436,946
1518,436,950
1519,437,361
1520,437,365
1521,437,758
1522,437,762
1523,437,765
1524,437,770
1525,437,771
1526,437,792
1527,437,793
1528,437,799
1529,437,929
1530,437,930
1531,437,931
1532,437,936
1533,437,937
1534,437,946
1535,437,950
1536,438,362
1537,438,365
1538,438,758
1539,438,762
1540,438,766
1541,438,771
1542,438,794
1543,438,800
1544,438,801
1545,438,928
1546,438,935
1547,438,947
1548,438,950
1549,439,362
1550,439,365
1551,439,759
1552,439,763
1553,439,766
1554,439,767
1555,439,771
1556,439,795
1557,439,796
1558,439,801
1559,439,802
1560,439,928
1561,439,934
1562,439,947
1563,440,362
1564,440,366
1565,440,759
1566,440,763
1567,440,767
1568,440,771
1569,440,796
1570,440,797
1571,440,802
1572,440,803
1573,440,927
1574,440,933
1575,440,947
1576,440,951
1577,441,362
1578,441,366
1579,441,760
1580,441,764
1581,441,767
1582,441,768
1583,441,769
1584,441,770
1585,441,798
1586,441,804
1587,441,805
1588,441,926
1589,441,931
1590,441,932
1591,441,947
1592,441,951
1593,442,362
1594,442,366
1595,442,760
1596,442,764
1597,442,799
1598,442,805
1599,442,806
1600,442,925
1601,442,930
1602,442,947
1603,442,951
1604,443,362
1605,443,366
1606,443,760
1607,443,764
1608,443,800
1609,443,801
1610,443,806
1611,443,807
1612,443,924
1613,443,925
1614,443,929
1615,443,930
1616,443,947
1617,443,951
1618,444,362
1619,444,366
1620,444,761
1621,444,765
1622,444,802
1623,444,808
1624,444,809
1625,444,924
1626,444,928
1627,444,929
1628,444,947
1629,444,951
1630,445,363
1631,445,366
1632,445,761
1633,445,765
1634,445,803
1635,445,809
1636,445,810
1637,445,923
1638,445,928
1639,445,947
1640,445,951
1641,446,363
1642,446,367
1643,446,761
1644,446,765
1645,446,804
1646,446,811
1647,446,922
1648,446,927
1649,446,948
1650,446,951
1651,447,363
1652,447,367
1653,447,762
1654,447,766
1655,447,805
1656,447,806
1657,447,812
1658,447,813
1659,447,921
1660,447,926
1661,447,948
1662,447,951
1663,448,363
1664,448,367
1665,448,762
1666,448,766
1667,448,807
1668,448,808
1669,448,814
1670,448,920
1671,448,926
1672,448,948
1673,448,951
1674,449,363
1675,449,367
1676,449,762
1677,449,766
1678,449,808
1679,449,809
1680,449,815
1681,449,816
1682,449,919
1683,449,925
1684,449,948
1685,449,951
1686,450,363
1687,450,367
1688,450,762
1689,450,766
1690,450,809
1691,450,810
1692,450,816
1693,450,817
1694,450,917
1695,450,918
1696,450,923
1697,450,924
1698,450,948
1699,450,952
1700,451,363
1701,451,367
1702,451,763
1703,451,767
1704,451,811
1705,451,812
1706,451,818
1707,451,916
1708,451,917
1709,451,922
1710,451,923
1711,451,948
1712,451,952
1713,452,367
1714,452,763
1715,452,767
1716,452,813
1717,452,814
1718,452,819
1719,452,915
1720,452,921
1721,452,948
1722,452,952
1723,453,363
1724,453,367
1725,453,763
1726,453,767
1727,453,814
1728,453,815
1729,453,820
1730,453,821
1731,453,913
1732,453,914
1733,453,920
1734,453,948
1735,453,952
1736,454,363
1737,454,367
1738,454,763
1739,454,767
1740,454,815
1741,454,816
1742,454,822
1743,454,823
1744,454,911
1745,454,912
1746,454,918
1747,454,919
1748,454,948
1749,454,952
1750,455,363
1751,455,367
1752,455,764
1753,455,768
1754,455,817
1755,455,823
1756,455,824
1757,455,909
1758,455,910
1759,455,917
1760,455,918
1761,455,949
1762,455,953
1763,456,363
1764,456,367
1765,456,764
1766,456,768
1767,456,818
1768,456,819
1769,456,824
1770,456,825
1771,456,907
1772,456,908
1773,456,909
1774,456,915
1775,456,916
1776,456,949
1777,456,953
1778,457,363
1779,457,367
1780,457,764
1781,457,769
1782,457,820
1783,457,821
1784,457,826
1785,457,827
1786,457,906
1787,457,907
1788,457,914
1789,457,915
1790,457,949
1791,457,953
1792,458,363
1793,458,367
1794,458,765
1795,458,769
1796,458,821
1797,458,828
1798,458,904
1799,458,905
1800,458,912
1801,458,913
1802,458,949
1803,458,953
1804,459,363
1805,459,367
1806,459,765
1807,459,769
1808,459,822
1809,459,823
1810,459,829
1811,459,902
1812,459,903
1813,459,910
1814,459,911
1815,459,950
1816,459,954
1817,460,363
1818,460,367
1819,460,765
1820,460,769
1821,460,824
1822,460,825
1823,460,830
1824,460,901
1825,460,902
1826,460,908
1827,460,909
1828,460,950
1829,460,954
1830,461,363
1831,461,364
1832,461,367
1833,461,766
1834,461,770
1835,461,825
1836,461,826
1837,461,831
1838,461,899
1839,461,900
1840,461,906
1841,461,907
1842,461,950
1843,461,954
1844,462,364
1845,462,367
1846,462,766
1847,462,770
1848,462,826
1849,462,827
1850,462,832
1851,462,898
1852,462,899
1853,462,905
1854,462,906
1855,462,950
1856,462,954
1857,463,364
1858,463,368
1859,463,766
1860,463,770
1861,463,828
1862,463,833
1863,463,897
1864,463,904
1865,463,950
1866,463,954
1867,464,364
1868,464,368
1869,464,766
1870,464,770
1871,464,829
1872,464,834
1873,464,896
1874,464,902
1875,464,903
1876,464,950
1877,464,954
1878,465,364
1879,465,368
1880,465,766
1881,465,767
1882,465,770
1883,465,830
1884,465,835
1885,465,895
1886,465,901
1887,465,951
1888,465,954
1889,465,955
1890,466,364
1891,466,368
1892,466,767
1893,466,771
1894,466,831
1895,466,836
1896,466,893
1897,466,894
1898,466,899
1899,466,900
1900,466,951
1901,466,955
1902,467,364
1903,467,368
1904,467,767
1905,467,771
1906,467,832
1907,467,837
1908,467,838
1909,467,892
1910,467,898
1911,467,899
1912,467,951
1913,467,955
1914,468,368
1915,468,767
1916,468,771
1917,468,833
1918,468,838
1919,468,839
1920,468,890
1921,468,897
1922,468,951
1923,468,955
1924,469,364
1925,469,368
1926,469,767
1927,469,768
1928,469,772
1929,469,834
1930,469,840
1931,469,889
1932,469,895
1933,469,896
1934,469,951
1935,469,952
1936,469,956
1937,470,364
1938,470,368
1939,470,768
1940,470,772
1941,470,835
1942,470,841
1943,470,888
1944,470,894
1945,470,952
1946,470,956
1947,471,364
1948,471,368
1949,471,768
1950,471,772
1951,471,836
1952,471,842
1953,471,887
1954,471,893
1955,471,952
1956,471,956
1957,472,364
1958,472,368
1959,472,768
1960,472,772
1961,472,837
1962,472,843
1963,472,886
1964,472,892
1965,472,952
1966,472,956
1967,472,957
1968,473,365
1969,473,368
1970,473,769
1971,473,773
1972,473,838
1973,473,844
1974,473,885
1975,473,886
1976,473,891
1977,473,953
1978,473,957
1979,474,365
1980,474,369
1981,474,769
1982,474,773
1983,474,839
1984,474,840
1985,474,845
1986,474,885
1987,474,890
1988,474,953
1989,474,957
1990,475,365
1991,475,369
1992,475,769
1993,475,773
1994,475,840
1995,475,841
1996,475,846
1997,475,884
1998,475,889
1999,475,953
2000,475,957
2001,476,365
2002,476,369
2003,476,769
2004,476,773
2005,476,842
2006,476,847
2007,476,883
2008,476,888
2009,476,954
2010,476,958
2011,477,365
2012,477,369
2013,477,769
2014,477,773
2015,477,843
2016,477,848
2017,477,882
2018,477,887
2019,477,954
2020,477,958
2021,478,365
2022,478,369
2023,478,769
2024,478,773
2025,478,844
2026,478,849
2027,478,881
2028,478,882
2029,478,886
2030,478,887
2031,478,954
2032,478,958
2033,479,365
2034,479,369
2035,479,770
2036,479,774
2037,479,844
2038,479,845
2039,479,850
2040,479,881
2041,479,885
2042,479,886
2043,479,954
2044,479,958
2045,480,365
2046,480,369
2047,480,770
2048,480,774
2049,480,845
2050,480,846
2051,480,851
2052,480,880
2053,480,884
2054,480,885
2055,480,954
2056,480,955
2057,480,958
2058,481,770
2059,481,774
2060,481,847
2061,481,852
2062,481,879
2063,481,880
2064,481,884
2065,481,955
2066,481,959
2067,482,770
2068,482,774
2069,482,848
2070,482,852
2071,482,853
2072,482,879
2073,482,883
2074,482,955
2075,482,959
2076,483,365
2077,483,369
2078,483,770
2079,483,774
2080,483,848
2081,483,853
2082,483,854
2083,483,878
2084,483,883
2085,483,955
2086,483,959
2087,484,365
2088,484,369
2089,484,770
2090,484,774
2091,484,849
2092,484,854
2093,484,855
2094,484,877
2095,484,882
2096,484,955
2097,484,959
2098,485,365
2099,485,369
2100,485,770
2101,485,774
2102,485,850
2103,485,855
2104,485,876
2105,485,877
2106,485,881
2107,485,882
2108,485,955
2109,485,959
2110,486,365
2111,486,369
2112,486,770
2113,486,774
2114,486,851
2115,486,856
2116,486,875
2117,486,876
2118,486,880
2119,486,881
2120,486,956
2121,486,960
2122,487,365
2123,487,369
2124,487,771
2125,487,775
2126,487,852
2127,487,857
2128,487,875
2129,487,880
2130,487,956
2131,487,960
2132,488,365
2133,488,369
2134,488,771
2135,488,775
2136,488,853
2137,488,858
2138,488,874
2139,488,879
